panel_uid,source_record_id,source_doi,source_doi_url,paper_title,figure_id,panel_id,panel_label,panel_type_anchoring,panel_type_curve_extraction,plot_area_box_cropped,x_axis_label,x_axis_units,x_axis_type,x_tick_labels,y_axis_label,y_axis_units,y_axis_type,y_tick_labels,legend_entries,raw_curve_count_current_response,publication_included_panel,analysis_bucket,relevance_group,reaction_type_publication,final_HER_category,curve_family_publication,measurement_configuration_publication,electrolyte_text_publication,enrich_reaction_type_panel,enrich_electrolyte_family_panel,enrich_electrolyte_text_panel,enrich_curve_family_panel,enrich_measurement_configuration_panel,panel_enrichment_manual_review_required
batch8/case1618/figure_5__panel_a,batch8/case1618,10.1021/jacs.3c12419,https://doi.org/10.1021/jacs.3c12419,Twinning Engineering of Platinum/Iridium Nanonets as Turing-Type Catalysts for Efficient Water Splitting,figure_5,a,a,xy_plot,HER polarization plot,"[94,22,614,440]",Potential (V vs. RHE),V vs. RHE,linear,"[""-0.30"",""-0.25"",""-0.20"",""-0.15"",""-0.10"",""-0.05"",""0.00""]",Current density,mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""Turing Ir"",""Ir nanosheet"",""Ir/C""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,polarization_curve,three_electrode_half_cell,False
batch8/case1620/figure_4__panel_a,batch8/case1620,10.1021/jacs.3c13367,https://doi.org/10.1021/jacs.3c13367,Pt-Modified High Entropy Rare Earth Oxide for Efficient Hydrogen Evolution in pH-Universal Environments,figure_4,a,(a),multi-curve LSV line plot,LSV/polarization,"[150,57,690,492]",Potential (V vs.RHE),V vs.RHE,linear,"[""-0.10"",""-0.08"",""-0.06"",""-0.04"",""-0.02"",""0.00""]",Current Density (mA cm^-2),mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""Pt-(LaSmY)O"",""Pt-(LaCeSmY)O"",""Pt-(LaCeSmYGd)O"",""Pt-(LaCeSmYEr)O"",""Pt-(LaCeSmYYb)O"",""Pt-(LaCeSmYLu)O""]",6,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,lsv,three_electrode_half_cell,False
batch8/case1620/figure_4__panel_b,batch8/case1620,10.1021/jacs.3c13367,https://doi.org/10.1021/jacs.3c13367,Pt-Modified High Entropy Rare Earth Oxide for Efficient Hydrogen Evolution in pH-Universal Environments,figure_4,b,(b),line chart,HER polarization plot,"[136,56,667,485]",Potential,V vs.RHE,linear,"[""-0.10"",""-0.08"",""-0.06"",""-0.04"",""-0.02"",""0.00""]",Current Density,mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""Pt-(LaCeSmYErGd)O"",""Pt-(LaCeSmYErYb)O"",""Pt-(LaCeSmYErLu)O"",""Pt-(LaCeSmYErGdYb)O"",""Pt-(LaCeSmYErGdLu)O"",""Pt-(LaCeSmYErGdYbLu)O""]",6,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,N2-saturated 0.5 M H2SO4,HER,acidic,N2-saturated 0.5 M H2SO4,lsv,three_electrode_half_cell,True
batch8/case1620/figure_5__panel_a,batch8/case1620,10.1021/jacs.3c13367,https://doi.org/10.1021/jacs.3c13367,Pt-Modified High Entropy Rare Earth Oxide for Efficient Hydrogen Evolution in pH-Universal Environments,figure_5,a,(a),2D multi-series line plot with markers,lsv,"[147.0,51.0,694.0,490.0]",Potential,V vs.RHE,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current Density,mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""Pt-(LaSmY)O"",""Pt-(LaCeSmY)O"",""Pt-(LaCeSmYGd)O"",""Pt-(LaCeSmYEr)O"",""Pt-(LaCeSmYYb)O"",""Pt-(LaCeSmYLu)O""]",6,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 M KOH electrolyte,HER,alkaline,1.0 M KOH electrolyte,lsv,three_electrode_half_cell,False
batch8/case1620/figure_5__panel_b,batch8/case1620,10.1021/jacs.3c13367,https://doi.org/10.1021/jacs.3c13367,Pt-Modified High Entropy Rare Earth Oxide for Efficient Hydrogen Evolution in pH-Universal Environments,figure_5,b,(b),2D line plot,lsv_multi_curve,"[170.0,50.0,719.0,493.0]",Potential (V vs.RHE),V vs.RHE,linear,"[""-0.6"",""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current Density (mA cm^-2),mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""Pt-(LaCeSmYErGd)O"",""Pt-(LaCeSmYErYb)O"",""Pt-(LaCeSmYErLu)O"",""Pt-(LaCeSmYErGdYb)O"",""Pt-(LaCeSmYErGdLu)O"",""Pt-(LaCeSmYErGdTbLu)O""]",6,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,N2-saturated 1.0 M KOH,HER,alkaline,N2-saturated 1.0 M KOH,lsv,three_electrode_half_cell,False
batch8/case1620/figure_5__panel_c,batch8/case1620,10.1021/jacs.3c13367,https://doi.org/10.1021/jacs.3c13367,Pt-Modified High Entropy Rare Earth Oxide for Efficient Hydrogen Evolution in pH-Universal Environments,figure_5,c,(c),line_plot,LSV,"[195,49,738,487]",Potential (V vs.RHE),V vs.RHE,linear,"[""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current Density (mA cm^-2),mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""Pt-CeO2"",""Pt/C"",""Pt-(LaCeSmYErGdYb)O""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,lsv,three_electrode_half_cell,False
batch8/case1625/figure_5__c,batch8/case1625,10.1021/jacs.4c00332,https://doi.org/10.1021/jacs.4c00332,Scalable Design of Ru-Embedded Carbon Fabric Using Conventional Carbon Fiber Processing for Robust Electrocatalysts,figure_5,c,c,2D line plot,polarization curve line plot,"[137,32,605,575]",Potential,V versus RHE,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density of single filament,mA cm^-2,linear,"[""0"",""-5"",""-10"",""-15"",""-20"",""-25""]","[""10.0 MPa"",""7.5 MPa"",""5.0 MPa"",""2.5 MPa""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 M aq KOH,HER,alkaline,1.0 M aq KOH,lsv,three_electrode_half_cell,False
batch8/case1625/figure_5__d,batch8/case1625,10.1021/jacs.4c00332,https://doi.org/10.1021/jacs.4c00332,Scalable Design of Ru-Embedded Carbon Fabric Using Conventional Carbon Fiber Processing for Robust Electrocatalysts,figure_5,d,d,single_axes_two_curves,polarization_curve,"[120,45,439,733]",Potential (V vs. RHE),V vs. RHE,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density of single filament (mA cm^-2),mA cm^-2,linear,"[""0"",""-5"",""-10"",""-15"",""-20"",""-25""]","[""Initial"",""10,000 cycles""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1.0 M aq KOH,HER,alkaline,1.0 M aq KOH,polarization_curve,three_electrode_half_cell,False
batch8/case1625/figure_5__e,batch8/case1625,10.1021/jacs.4c00332,https://doi.org/10.1021/jacs.4c00332,Scalable Design of Ru-Embedded Carbon Fabric Using Conventional Carbon Fiber Processing for Robust Electrocatalysts,figure_5,e,e,line plot,polarization_curve,"[130.0,15.0,423.0,703.0]",Potential,V vs. RHE,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density,mA cm^-2,linear,"[""0"",""-5"",""-10"",""-15"",""-20"",""-25""]","[""Initial"",""10,000 cycles""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 M aq KOH,HER,alkaline,1.0 M aq KOH,lsv,three_electrode_half_cell,False
batch8/case1625/figure_5__f,batch8/case1625,10.1021/jacs.4c00332,https://doi.org/10.1021/jacs.4c00332,Scalable Design of Ru-Embedded Carbon Fabric Using Conventional Carbon Fiber Processing for Robust Electrocatalysts,figure_5,f,f,line plot,HER polarization curve,"[115,32,436,721]",Potential (V vs. RHE),V vs. RHE,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density of single filament (mA cm^-2),mA cm^-2,linear,"[""0"",""-5"",""-10"",""-15"",""-20"",""-25""]","[""Initial"",""10,000 cycles""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 M aq KOH,HER,alkaline,1.0 M aq KOH,lsv,three_electrode_half_cell,False
batch8/case1626/figure_2__panel_A,batch8/case1626,10.1021/jacs.4c00369,https://doi.org/10.1021/jacs.4c00369,Temporally Decoupled Ammonia Splitting by a Zn–NH3 Battery with an Ammonia Oxidation/Hydrogen Evolution Bifunctional Electrocatalyst as a Cathode,figure_2,a,A,line plot,lsv,"[96.0,37.0,650.0,446.0]",Potential vs. RHE,V,linear,"[""-1.0"",""-0.8"",""-0.6"",""-0.4"",""-0.2"",""0.0""]",Current Density,mA/cm^2,linear,"[""0"",""-50"",""-100"",""-150"",""-200""]","[""Pt/C"",""Mo2C/NiCu@C"",""Mo2C NPs"",""NiCu NPs""]",4,yes,primary_main_HER,HER side reaction or suppression,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M KOH + 0.3 M NH3·H2O,HER,alkaline,1 M KOH + 0.3 M NH3·H2O,lsv,three_electrode_half_cell,False
batch8/case1632/figure_4__a,batch8/case1632,10.1021/jacs.4c01985,https://doi.org/10.1021/jacs.4c01985,Heterophase Intermetallic Compounds for Electrocatalytic Hydrogen Production at Industrial-Scale Current Densities,figure_4,a,a,xy line plot,HER polarization curve plot,"[129,36,601,446]",Potential,V vs. RHE,linear,"[""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",j,mA cm^-2,linear,"[""0"",""-1000"",""-2000"",""-3000""]","[""Ru2Ge3"",""Ru2Ge3/RuGe"",""RuGe"",""Ru/C"",""Pt/C""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,polarization_curve,three_electrode_half_cell,False
batch8/case1632/figure_5__b,batch8/case1632,10.1021/jacs.4c01985,https://doi.org/10.1021/jacs.4c01985,Heterophase Intermetallic Compounds for Electrocatalytic Hydrogen Production at Industrial-Scale Current Densities,figure_5,b,b,line plot with inset,polarization plot,"[169,60,651,468]",Overpotential,V,linear,"[""-0.8"",""-0.7"",""-0.6"",""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",j,mA cm^-2,linear,"[""0"",""-200"",""-400"",""-600"",""-800"",""-1000""]","[""Ru2Ge3"",""Ru2Ge3/RuGe"",""RuGe"",""1.0 M KOH + H2O"",""1.0 M KOD + D2O""]",6,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,KOH + H2O or KOD + D2O,HER,alkaline,KOH + H2O or KOD + D2O,polarization_curve,three_electrode_half_cell,False
batch8/case1633/figure_2__c,batch8/case1633,10.1021/jacs.4c02018,https://doi.org/10.1021/jacs.4c02018,Performance Enhancement of Electrocatalytic Hydrogen Evolution through Coalescence-Induced Bubble Dynamics,figure_2,c,(c),stacked shared-x line/scatter plot,line_with_markers,"[120,10,441,211]",ϕ,V vs. RHE,linear,"[""-3"",""-2"",""-1"",""0""]",I_s,mA,linear,"[""0.0"",""-0.5"",""-1.0"",""-1.5"",""-2.0"",""-2.5""]","[""right electrode"",""left electrode""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,polarization_curve,three_electrode_half_cell,False
batch8/case1633/figure_4__panel_1,batch8/case1633,10.1021/jacs.4c02018,https://doi.org/10.1021/jacs.4c02018,Performance Enhancement of Electrocatalytic Hydrogen Evolution through Coalescence-Induced Bubble Dynamics,figure_4,1,,line plot with markers,current-vs-potential line plot,"[94,0,536,443]",ϕ,V vs. RHE,linear,"[""-3"",""-2"",""-1"",""0""]",Ī,mA,linear,"[""0"",""-2"",""-4"",""-6"",""-8""]","[""2 × Ī_s"",""Ī_I"",""Ī_II""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,polarization_curve,three_electrode_half_cell,False
batch8/case1633/figure_6__panel_b,batch8/case1633,10.1021/jacs.4c02018,https://doi.org/10.1021/jacs.4c02018,Performance Enhancement of Electrocatalytic Hydrogen Evolution through Coalescence-Induced Bubble Dynamics,figure_6,b,(b),2d scatter/line plot,multi-series line plot with open-circle markers,"[107.0,18.0,396.0,271.0]",φ vs. RHE,V,linear,"[""-3"",""-2"",""-1"",""0""]",Ī_I,mA,linear,"[""0"",""-2"",""-4"",""-6"",""-8"",""-10""]",[],6,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,polarization_curve,three_electrode_half_cell,False
batch8/case1633/figure_6__panel_d,batch8/case1633,10.1021/jacs.4c02018,https://doi.org/10.1021/jacs.4c02018,Performance Enhancement of Electrocatalytic Hydrogen Evolution through Coalescence-Induced Bubble Dynamics,figure_6,d,(d),2d multi-series line/scatter plot,line plot with open-circle markers,"[101.0,12.0,388.0,266.0]",ϕ [V] vs. RHE,V,linear,"[""-3"",""-2"",""-1"",""0""]",Ī_II [mA],mA,linear,"[""0"",""-2"",""-4"",""-6"",""-8"",""-10""]","[""117"",""140"",""161"",""242"",""270"",""single electrode""]",6,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,polarization_curve,three_electrode_half_cell,False
batch8/case1633/figure_7__panel_a,batch8/case1633,10.1021/jacs.4c02018,https://doi.org/10.1021/jacs.4c02018,Performance Enhancement of Electrocatalytic Hydrogen Evolution through Coalescence-Induced Bubble Dynamics,figure_7,a,(a),2D line/scatter plot with hollow circular markers,line plot with open circle markers,"[101.0,12.0,460.0,327.0]",ϕ [V] vs. RHE,V,linear,"[""-3"",""-2"",""-1"",""0""]",Ī_I/Ī_s,,linear,"[""0.0"",""0.5"",""1.0"",""1.5"",""2.0"",""2.5""]",[],5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,polarization_curve,three_electrode_half_cell,False
batch8/case1633/figure_7__panel_b,batch8/case1633,10.1021/jacs.4c02018,https://doi.org/10.1021/jacs.4c02018,Performance Enhancement of Electrocatalytic Hydrogen Evolution through Coalescence-Induced Bubble Dynamics,figure_7,b,(b),2D line/scatter plot with inset,multi-curve line plot with hollow circle markers and inset,"[111,11,489,345]",ϕ,V vs. RHE,linear,"[""-3"",""-2"",""-1"",""0""]",ĪII/Īs,,linear,"[""0.0"",""0.5"",""1.0"",""1.5"",""2.0"",""2.5""]",[],6,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,polarization_curve,three_electrode_half_cell,False
batch8/case1635/figure_5__panel_a,batch8/case1635,10.1021/jacs.4c02411,https://doi.org/10.1021/jacs.4c02411,Dithiocarbonate-Protected Au25 Nanorods of a Chiral D5 Configuration and NIR-II Phosphorescence,figure_5,a,a,xy line plot,polarization_curve,"[114,5,476,290]",Potential,V vs.RHE,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density,mA cm^-2,linear,"[""0"",""-10"",""-20"",""-30"",""-40"",""-50""]","[""Au25 DTX-Cl"",""Au25 DTX-Br"",""blank""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,Ar-saturated 0.5 M H2SO4 solution,HER,acidic,Ar-saturated 0.5 M H2SO4 solution,lsv,three_electrode_half_cell,False
batch8/case1636/figure_1__panel_f,batch8/case1636,10.1021/jacs.4c02558,https://doi.org/10.1021/jacs.4c02558,Unlocking Dynamic Solvation Chemistry and Hydrogen Evolution Mechanism in Aqueous Zinc Batteries,figure_1,f,f,line plot,polarization_curve,"[175,61,826,223]",Potential,V vs. Ag/AgCl,linear,"[""-1.6"",""-1.2"",""-0.8"",""-0.4"",""0.0"",""0.4""]",j,mA,linear,"[""0.00"",""-0.04""]","[""4 M"",""1 M""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,aqueous ZnSO4 electrolyte (ZSE),HER,other,aqueous ZnSO4 electrolyte (ZSE),polarization_curve,three_electrode_half_cell,False
batch8/case1639/figure_5__panel_b,batch8/case1639,10.1021/jacs.4c03915,https://doi.org/10.1021/jacs.4c03915,Electroreduction of Captured CO2 on Silver Catalysts: Influence of the Capture Agent and Proton Source,figure_5,b,(b),semilog-y scatter-line plot,polarization,"[121.0,21.0,493.0,308.0]",Applied Potential,V vs SHE,linear,"[""-1.8"",""-1.6"",""-1.4"",""-1.2"",""-1.0"",""-0.8"",""-0.6""]",i_H2,mA/cm^2,log10,"[""10^-1"",""10^0"",""10^1"",""10^2"",""10^3""]","[""0.5 M KHOCO2"",""0.5 M NH4-NH2CO2"",""5 wt% KCH3OCO2""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,Captured-CO2 media; exact electrolyte/solvent differs by curve.,HER,unclear,Captured-CO2 media; exact electrolyte/solvent differs by curve.,polarization_curve,three_electrode_half_cell,False
batch8/case1643/figure_6__panel_a,batch8/case1643,10.1021/jacs.4c05538,https://doi.org/10.1021/jacs.4c05538,Correlating Substrate Reactivity at Electrified Interfaces with the Electrolyte Structure in Synthetically Relevant Organic Solvent/Water Mixtures,figure_6,a,a,line plot,polarization_curve,"[133,52,515,649]",E-iR,V vs Fc+/0,linear,"[""-1.8"",""-1.6"",""-1.4"",""-1.2"",""-1.0""]",Current density,mA.cm^-2,linear,"[""0"",""-2"",""-4"",""-6"",""-8"",""-10""]","[""ACN"",""DMF"",""Acetone""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,Ar-saturated organic solvent/5.0 M H2O/0.1 M LiClO4 mixture,HER,other,Ar-saturated organic solvent/5.0 M H2O/0.1 M LiClO4 mixture,polarization_curve,three_electrode_half_cell,False
batch8/case1643/figure_6__panel_b,batch8/case1643,10.1021/jacs.4c05538,https://doi.org/10.1021/jacs.4c05538,Correlating Substrate Reactivity at Electrified Interfaces with the Electrolyte Structure in Synthetically Relevant Organic Solvent/Water Mixtures,figure_6,b,b,electrochemical plot,electrochemical line plot,"[108,53,486,646]",E-iR,V vs Me10Fc+/0,linear,"[""-1.4"",""-1.2"",""-1.0"",""-0.8"",""-0.6""]",,,linear,"[""0"",""-2"",""-4"",""-6"",""-8"",""-10""]","[""ACN"",""DMF"",""Acetone""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,Ar-saturated solvent/5.0 M H2O/0.1 M LiClO4,HER,other,Ar-saturated solvent/5.0 M H2O/0.1 M LiClO4,lsv,three_electrode_half_cell,False
batch8/case1643/figure_7__panel_c_inset,batch8/case1643,10.1021/jacs.4c05538,https://doi.org/10.1021/jacs.4c05538,Correlating Substrate Reactivity at Electrified Interfaces with the Electrolyte Structure in Synthetically Relevant Organic Solvent/Water Mixtures,figure_7,c_inset,inset,zoomed electrochemical line-plot inset,line_plot,"[94,35,432,565]",E-iR,V vs RHE,linear,"[""-1.00"",""-0.75"",""-0.50"",""-0.25""]",Current density,mA·cm^-2,linear,"[""0"",""-1"",""-2"",""-3"",""-4"",""-5""]","[""ACN"",""Acetone"",""DMF""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,H2-saturated solvent/5.0 M H2O/0.1 M LiClO4 mixture,HER,other,H2-saturated solvent/5.0 M H2O/0.1 M LiClO4 mixture,polarization_curve,three_electrode_half_cell,False
batch8/case1644/figure_5__panel_b,batch8/case1644,10.1021/jacs.4c05692,https://doi.org/10.1021/jacs.4c05692,Solution-Processable Microstructuring of 1T′-Phase Janus MoSSe Monolayers for Boosted Hydrogen Production,figure_5,b,b,polarization curve line plot,polarization_curve,"[113,11,821,570]",Potential,V vs. RHE,linear,"[""-0.3"",""-0.2"",""-0.1"",""0.0""]",J,mA/mgActive,linear,"[""0"",""-20"",""-40"",""-60"",""-80""]","[""20% Pt/C"",""Au@MoS2"",""Au@MoSe2"",""Au@MoOSe"",""Au@MoSSe"",""Au@MoSSe (light)""]",6,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,polarization_curve,three_electrode_half_cell,False
batch8/case1647/figure_3__panel_a,batch8/case1647,10.1021/jacs.4c07607,https://doi.org/10.1021/jacs.4c07607,Manipulating d-Band Center of Nickel by Single-Iodine-Atom Strategy for Boosted Alkaline Hydrogen Evolution Reaction,figure_3,a,a,multi-series xy line plot,lsv_curve_plot,"[93.0,30.0,545.0,394.0]",E,V vs. RHE,linear,"[""-0.6"",""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density,mA/cm^2,linear,"[""0"",""-20"",""-40"",""-60"",""-80""]","[""I-Ni@C"",""Ni@C"",""20% Pt/C"",""C"",""Ni"",""I-C"",""I-Ni""]",7,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,lsv,three_electrode_half_cell,False
batch8/case1652/figure_7__panel_a,batch8/case1652,10.1021/jacs.4c08100,https://doi.org/10.1021/jacs.4c08100,Bioinspired Proton Pump on Ferroelectric HfO2-Coupled Ir Catalysts with Bidirectional Hydrogen Spillover for pH-Universal and Superior Hydrogen Production,figure_7,a,a,polarization plot,polarization plot,"[94.0,21.0,591.0,381.0]",Potential,V vs. RHE,linear,"[""-0.8"",""-0.6"",""-0.4"",""-0.2"",""0.0""]",Current density,mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""Seawater"",""Ir/HfO2@C/CC"",""Ir/C/CC"",""Seawater + 1.0 M KOH""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,seawater-based media,HER,saline_or_seawater,seawater-based media,polarization_curve,three_electrode_half_cell,False
batch8/case1657/figure_10__panel_1,batch8/case1657,10.1021/jacs.4c10626,https://doi.org/10.1021/jacs.4c10626,"Photo- and Electrocatalytic Hydrogen Evolution by Heteroleptic Dirhodium(II,II) Complexes: Role of the Bridging and Diimine Ligands",figure_10,1,main,line plot,polarization plot,"[126,1,824,564]",Potential,V,linear,"[""0.0"",""-0.2"",""-0.4"",""-0.6"",""-0.8"",""-1.0""]",Current,mA,linear,"[""0.0"",""-0.1"",""-0.2"",""-0.3"",""-0.4"",""-0.5""]","[""1"",""2"",""3""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,CH3CN with 100 mM TsOH and 0.1 M TBAPF6 supporting electrolyte,HER,other,CH3CN with 100 mM TsOH and 0.1 M TBAPF6 supporting electrolyte,lsv,three_electrode_half_cell,False
batch8/case1657/figure_10__panel_2,batch8/case1657,10.1021/jacs.4c10626,https://doi.org/10.1021/jacs.4c10626,"Photo- and Electrocatalytic Hydrogen Evolution by Heteroleptic Dirhodium(II,II) Complexes: Role of the Bridging and Diimine Ligands",figure_10,2,inset,zoomed inset line plot,voltammetry_inset,"[77,20,323,226]",Potential,V,linear,"[""0.0"",""-0.2"",""-0.4"",""-0.6""]",Current,μA,linear,"[""-45"",""-30"",""-15"",""0""]","[""1"",""2"",""3""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,CH3CN with 100 mM TsOH and 0.1 M TBAPF6,HER,acidic,CH3CN with 100 mM TsOH and 0.1 M TBAPF6,lsv,three_electrode_half_cell,False
batch8/case1660/figure_4__panel_a,batch8/case1660,10.1021/jacs.4c10868,https://doi.org/10.1021/jacs.4c10868,Atomically Precise Au24Pt(thiolate)12(dithiolate)3 Nanoclusters with Excellent Electrocatalytic Hydrogen Evolution Reactivity,figure_4,a,(a),line plot (LSV curves),LSV,"[123,44,982,513]",Potential,V vs. RHE,linear,"[""-0.6"",""-0.4"",""-0.2"",""0.0""]",j,mA cm^-2,linear,"[""0"",""-10"",""-20"",""-30""]","[""CB"",""[Au24Pt(C6)18]^0"",""2"",""3"",""4""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,0.10 mol L^-1 HClO4,HER,acidic,0.10 mol L^-1 HClO4,lsv,three_electrode_half_cell,False
batch8/case1661/figure_2__panel_a,batch8/case1661,10.1021/jacs.4c11445,https://doi.org/10.1021/jacs.4c11445,Understanding Pt Active Sites on Nitrogen-Doped Carbon Nanocages for Industrial Hydrogen Evolution with Ultralow Pt Usage,figure_2,a,a,xy_plot,polarization curves,"[123.0,12.0,714.0,489.0]",E,V vs. RHE,linear,"[""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0"",""0.1""]",j,mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""Pt/C"",""70°C"",""300°C"",""600°C"",""900°C""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,0.5 mol L^-1 H2SO4 aqueous solution saturated with N2,HER,acidic,0.5 mol L^-1 H2SO4 aqueous solution saturated with N2,lsv,three_electrode_half_cell,False
batch8/case1663/figure_4__panel_a,batch8/case1663,10.1021/jacs.4c11788,https://doi.org/10.1021/jacs.4c11788,Atomically Dispersed Co–P Moieties via Direct Thermal Exfoliation for Alkaline Hydrogen Electrosynthesis,figure_4,a,a,line plot,LSV polarization plot,"[100.0,12.0,565.0,409.0]",Overpotential (V vs. RHE),V vs. RHE,linear,"[""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",j (mA cm^-2),mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""CoP4-SSC"",""2D MOFNDs"",""CoZn-ZIF"",""Pt/C""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M KOH,HER,alkaline,1 M KOH,lsv,three_electrode_half_cell,False
